SIT_MATRICULA,PAI_FALECIDO,MAE_FALECIDO,RENDA_FAMILIAR,TIPO_ESCOLA_ORIGEM,ANO_CONCLUSAO_2_GRAU,RENDA_PER_CAPITA,COD_ESTADO_CIVIL,N_FILHOS,SEXO,DT_NASCIMENTO,PROFISSAO,DESC_CIDADE,DESC_IDIOMA,NIVEL_FALA,NIVEL_COMPREENSAO,NIVEL_ESCRITA,NIVEL_LEITURA,ANO LETIVO IC,ANO LETIVO BOLSA,NOTA,N_FALTAS,COD_DISICIPLINA,ANO_INGRESSSO
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,7.30,,8555.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,7.30,,8555.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,6.30,,648.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,6.30,,648.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,9.30,,9108.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,9.30,,9108.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,8.30,,9109.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,8.30,,9109.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,7.00,,7588.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,7.00,,7588.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,6.50,,8595.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,6.50,,8595.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,8.80,,8562.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,8.80,,8562.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,04/10/2016,4.0,9111.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,04/10/2016,4.0,9111.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,8.70,,8028.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,8.70,,8028.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,8.20,0.0,9117.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,8.20,0.0,9117.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,8.80,,22564.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,8.80,,22564.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,7.90,6.0,9114.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,7.90,6.0,9114.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,6.00,0.0,7015.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,6.00,0.0,7015.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,5.90,,8514.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,5.90,,8514.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,9.40,,22560.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,9.40,,22560.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,8.20,0.0,9112.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,8.20,0.0,9112.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,09/10/2016,0.0,8587.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,09/10/2016,0.0,8587.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,7.90,0.0,9121.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,7.90,0.0,9121.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,9.00,0.0,8810.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,9.00,0.0,8810.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,4.50,4.0,9124.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,4.50,4.0,9124.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,9.30,6.0,8786.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,9.30,6.0,8786.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,9.50,2.0,9225.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,9.50,2.0,9225.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,8.50,0.0,8609.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,8.50,0.0,8609.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,7.00,0.0,9132.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,7.00,0.0,9132.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,7.70,0.0,9125.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,7.70,0.0,9125.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,7.20,6.0,9127.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,7.20,6.0,9127.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,6.00,10.0,9133.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,6.00,10.0,9133.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,7.00,0.0,9134.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,7.00,0.0,9134.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,8.20,4.0,10945.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,8.20,4.0,10945.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,8.70,,9110.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,8.70,,9110.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,6.30,0.0,9113.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,6.30,0.0,9113.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,6.30,8.0,8828.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,6.30,8.0,8828.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,9.00,2.0,17386.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,9.00,2.0,17386.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,7.30,4.0,8776.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,7.30,4.0,8776.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,6.00,0.0,9111.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,6.00,0.0,9111.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,7.50,0.0,9145.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,7.50,0.0,9145.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,6.50,4.0,9146.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,6.50,4.0,9146.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,6.70,2.0,8773.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,6.70,2.0,8773.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,5.00,4.0,9135.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,5.00,4.0,9135.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,0.00,36.0,9118.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,0.00,36.0,9118.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,5.30,8.0,9135.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,5.30,8.0,9135.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,1.90,8.0,21363.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,1.90,8.0,21363.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,2.70,24.0,17415.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,2.70,24.0,17415.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,0.00,22.0,18056.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,0.00,22.0,18056.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Inglês,3.0,3.0,3.0,3.0,,,0.30,22.0,21103.0,2011
9,0.0,0.0,,O,2007.0,,,,M,1988-11-26 00:00:00.000,Manipulador de Fotografia,Alto Paraíso de Goiás,Espanhol,2.0,2.0,2.0,2.0,,,0.30,22.0,21103.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,8.60,,8555.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,6.20,,648.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,6.20,,9108.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,7.20,,9109.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,05/10/2016,,8595.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,7.30,,8562.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,8.40,,9110.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,2.60,0.0,9111.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,5.80,,22560.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,6.40,,9112.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,8.00,,8028.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,7.60,,7588.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,7.60,,8587.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,7.60,,9114.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,5.30,,9117.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,7.60,,22564.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,6.00,7.0,7015.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,8.00,0.0,8609.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,5.50,4.0,9113.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,7.60,,9121.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,6.80,,22562.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,7.00,,9132.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,6.30,0.0,9133.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,6.40,,8514.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,6.70,0.0,9111.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,08/10/2016,0.0,8810.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,1.80,8.0,9124.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,10.00,0.0,9129.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,8.40,4.0,8786.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,8.80,0.0,9118.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,6.50,2.0,9113.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,06/10/2016,0.0,9125.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,10.00,0.0,9150.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,8.50,0.0,10945.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,07/10/2016,0.0,8828.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,7.80,7.0,8654.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,6.80,4.0,9134.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,7.50,2.0,9146.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,8.00,0.0,8773.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,6.00,2.0,8754.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,8.20,4.0,9116.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,6.50,0.0,9124.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,08/10/2016,2.0,9127.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,6.00,6.0,17037.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,6.80,2.0,8518.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,6.90,2.0,17415.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,8.20,2.0,18055.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,7.50,4.0,9145.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,8.80,4.0,9135.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,6.90,0.0,21363.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,8.50,4.0,17385.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,8.00,4.0,9225.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,9.50,4.0,18056.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,8.50,6.0,19139.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,8.30,2.0,8652.0,2011
13,0.0,0.0,,,2008.0,,S,,F,1990-09-05 00:00:00.000,Estudante,Alto Paraíso de Goiás,,,,,,,,7.40,2.0,9136.0,2011
