SIT_MATRICULA,RENDA_FAMILIAR,TIPO_ESCOLA_ORIGEM,ANO_CONCLUSAO_2_GRAU,RENDA_PER_CAPITA,COD_ESTADO_CIVIL,N_FILHOS,SEXO,INGLES_FALA,INGLES_COMPREENSAO,INGLES_ESCRITA,INGLES_LEITURA,NOTA,N_FALTAS,ANO_INGRESSSO,IDADE_INGRESSO,APROVADO
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,3.8,6.0,2011,21.0,0.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,7.8,4.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,8.8,6.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,7.4,12.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,9.5,4.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,9.3,14.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,8.5,0.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,6.0,10.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,9.0,2.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,7.0,2.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,10.0,10.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,8.2,0.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,9.9,0.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,9.0,6.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,8.5,0.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,9.5,0.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,7.9,4.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,4.3,4.0,2011,21.0,0.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,8.5,0.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,7.0,10.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,7.9,0.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,8.3,2.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,10.0,0.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,8.0,6.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,8.8,0.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,10.0,0.0,2011,21.0,1.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,0.0,0.0,2011,21.0,0.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,0.0,0.0,2011,21.0,0.0
0,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,2.0,2.0,1.0,0.0,0.0,2011,21.0,0.0
9,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,1.0,1.0,2.0,4.6,20.0,2012,20.0,0.0
9,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,1.0,1.0,2.0,5.4,0.0,2012,20.0,0.0
9,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,1.0,1.0,2.0,7.5,0.0,2012,20.0,1.0
9,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,1.0,1.0,2.0,7.7,0.0,2012,20.0,1.0
9,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,1.0,1.0,2.0,5.0,0.0,2012,20.0,0.0
9,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,1.0,1.0,2.0,0.2,30.0,2012,20.0,0.0
9,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,1.0,1.0,2.0,4.3,8.0,2012,20.0,0.0
9,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,1.0,1.0,2.0,8.8,0.0,2012,20.0,1.0
9,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,1.0,1.0,2.0,7.7,0.0,2012,20.0,1.0
9,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,1.0,1.0,2.0,5.0,0.0,2012,20.0,0.0
9,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,1.0,1.0,2.0,2.0,0.0,2012,20.0,0.0
9,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,1.0,1.0,2.0,0.0,14.0,2012,20.0,0.0
9,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,1.0,1.0,2.0,3.4,2.0,2012,20.0,0.0
9,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,1.0,1.0,2.0,1.9,12.0,2012,20.0,0.0
9,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,1.0,1.0,2.0,4.3,2.0,2012,20.0,0.0
9,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,1.0,1.0,2.0,0.0,0.0,2012,20.0,0.0
9,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,1.0,1.0,2.0,2.0,28.0,2012,20.0,0.0
9,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,1.0,1.0,2.0,0.0,0.0,2012,20.0,0.0
9,1.0,1.0,2009.0,7.0,S,0.0,M,1.0,1.0,1.0,2.0,0.4,0.0,2012,20.0,0.0
9,6.0,3.0,1994.5635691196728,7.0,C,0.0,M,2.0,2.0,2.0,2.0,8.7,14.0,2012,39.0,1.0
9,6.0,3.0,1994.5635691196728,7.0,C,0.0,M,2.0,2.0,2.0,2.0,7.6,0.0,2012,39.0,1.0
9,6.0,3.0,1994.5635691196728,7.0,C,0.0,M,2.0,2.0,2.0,2.0,10.0,2.0,2012,39.0,1.0
9,6.0,3.0,1994.5635691196728,7.0,C,0.0,M,2.0,2.0,2.0,2.0,8.5,4.0,2012,39.0,1.0
9,6.0,3.0,1994.5635691196728,7.0,C,0.0,M,2.0,2.0,2.0,2.0,9.5,2.0,2012,39.0,1.0
9,6.0,3.0,1994.5635691196728,7.0,C,0.0,M,2.0,2.0,2.0,2.0,8.0,0.0,2012,39.0,1.0
9,6.0,3.0,1994.5635691196728,7.0,C,0.0,M,2.0,2.0,2.0,2.0,8.6,0.0,2012,39.0,1.0
9,6.0,3.0,1994.5635691196728,7.0,C,0.0,M,2.0,2.0,2.0,2.0,0.6,52.0,2012,39.0,0.0
9,6.0,3.0,1994.5635691196728,7.0,C,0.0,M,2.0,2.0,2.0,2.0,0.0,22.0,2012,39.0,0.0
9,6.0,3.0,1994.5635691196728,7.0,C,0.0,M,2.0,2.0,2.0,2.0,3.3,16.0,2012,39.0,0.0
9,6.0,3.0,1994.5635691196728,7.0,C,0.0,M,2.0,2.0,2.0,2.0,6.8,10.0,2012,39.0,1.0
9,6.0,3.0,1994.5635691196728,7.0,C,0.0,M,2.0,2.0,2.0,2.0,0.0,32.0,2012,39.0,0.0
9,6.0,3.0,1994.5635691196728,7.0,C,0.0,M,2.0,2.0,2.0,2.0,0.0,0.0,2012,39.0,0.0
9,6.0,3.0,1994.5635691196728,7.0,C,0.0,M,2.0,2.0,2.0,2.0,0.0,84.0,2012,39.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,7.9,0.0,2012,31.0,1.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,6.0,10.0,2012,31.0,1.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,7.5,4.0,2012,31.0,1.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,9.5,4.0,2012,31.0,1.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,8.0,0.0,2012,31.0,1.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,6.5,6.0,2012,31.0,1.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,0.0,40.0,2012,31.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,0.0,0.0,2012,31.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,3.7,12.0,2012,31.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,0.0,0.0,2012,31.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,6.0,10.0,2012,31.0,1.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,0.0,46.0,2012,31.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,0.0,32.0,2012,31.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,8.0,0.0,2012,31.0,1.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,0.0,36.0,2012,31.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,0.0,0.0,2012,31.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,0.0,22.0,2012,31.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,6.9,18.0,2012,31.0,1.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,0.0,30.0,2012,31.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,0.0,34.0,2012,31.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,0.0,20.0,2012,31.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,0.0,70.0,2012,31.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,0.0,36.0,2012,31.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,0.0,36.0,2012,31.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,0.0,15.0,2012,31.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,0.0,30.0,2012,31.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,0.0,0.0,2012,31.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,0.0,62.0,2012,31.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,0.0,68.0,2012,31.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,0.0,56.0,2012,31.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,0.0,24.0,2012,31.0,0.0
20,1.0,1.0,2000.2844423500449,5.0,S,1.0,M,1.0,2.0,1.0,2.0,0.0,82.0,2012,31.0,0.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,6.8,0.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,6.2,8.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,7.0,0.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,8.7,0.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,8.6,0.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,6.0,0.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,6.4,4.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,8.0,8.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,6.5,0.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,6.3,0.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,5.8,0.0,2012,21.0,0.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,6.8,4.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,6.5,0.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,7.3,6.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,8.5,0.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,7.4,2.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,8.5,0.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,6.0,0.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,10.0,0.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,6.0,8.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,7.2,8.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,5.5,4.0,2012,21.0,0.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,7.8,0.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,7.0,0.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,0.0,0.0,2012,21.0,0.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,0.0,0.0,2012,21.0,0.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,6.3,10.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,7.0,0.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,7.8,4.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,3.3,8.0,2012,21.0,0.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,7.5,2.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,7.8,4.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,9.0,4.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,9.5,6.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,6.4,14.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,7.0,8.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,7.8,0.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,5.7,2.0,2012,21.0,0.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,7.9,8.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,6.6,16.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,7.6,5.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,8.7,0.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,7.0,8.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,4.4,2.0,2012,21.0,0.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,1.3,20.0,2012,21.0,0.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,7.8,12.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,5.0,0.0,2012,21.0,0.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,8.0,8.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,6.2,14.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,7.2,0.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,8.6,14.0,2012,21.0,1.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,0.0,0.0,2012,21.0,0.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,0.0,0.0,2012,21.0,0.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,0.0,0.0,2012,21.0,0.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,0.0,0.0,2012,21.0,0.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,0.0,0.0,2012,21.0,0.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,0.0,0.0,2012,21.0,0.0
0,1.0,2.0,2010.0,7.0,S,0.0,F,1.0,2.0,1.0,3.0,0.0,0.0,2012,21.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,7.3,0.0,2011,18.0,1.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,5.6,0.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,7.7,0.0,2011,18.0,1.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,6.9,2.0,2011,18.0,1.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,8.3,4.0,2011,18.0,1.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,8.4,2.0,2011,18.0,1.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,7.0,0.0,2011,18.0,1.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,6.9,8.0,2011,18.0,1.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,6.0,0.0,2011,18.0,1.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,3.2,0.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,1.4,14.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,7.5,0.0,2011,18.0,1.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,6.0,8.0,2011,18.0,1.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,4.9,6.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,0.1,36.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,0.3,26.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,8.0,0.0,2011,18.0,1.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,0.0,0.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,0.0,0.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,1.5,2.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,4.7,12.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,6.0,4.0,2011,18.0,1.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,1.6,0.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,7.2,6.0,2011,18.0,1.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,9.0,0.0,2011,18.0,1.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,7.5,0.0,2011,18.0,1.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,0.6,105.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,1.6,40.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,0.0,46.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,0.0,18.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,9.0,0.0,2011,18.0,1.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,0.0,0.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,0.0,0.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,3.2,0.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,3.5,8.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,6.0,8.0,2011,18.0,1.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,0.0,24.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,0.0,30.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,1.5,0.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,0.0,30.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,0.0,6.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,0.0,0.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,0.0,0.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,0.0,0.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,0.0,0.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,0.0,0.0,2011,18.0,0.0
10,0.0,1.0,2010.0,10.0,S,0.0,M,3.0,2.0,2.0,3.0,0.0,0.0,2011,18.0,0.0
0,0.0,1.0,2006.0,10.0,S,0.0,M,2.0,2.0,2.0,3.0,10.0,0.0,2011,20.0,1.0
0,0.0,1.0,2006.0,10.0,S,0.0,M,2.0,2.0,2.0,3.0,7.9,0.0,2011,20.0,1.0
0,0.0,1.0,2006.0,10.0,S,0.0,M,2.0,2.0,2.0,3.0,7.7,0.0,2011,20.0,1.0
0,0.0,1.0,2006.0,10.0,S,0.0,M,2.0,2.0,2.0,3.0,8.9,2.0,2011,20.0,1.0
0,0.0,1.0,2006.0,10.0,S,0.0,M,2.0,2.0,2.0,3.0,9.5,0.0,2011,20.0,1.0
0,0.0,1.0,2006.0,10.0,S,0.0,M,2.0,2.0,2.0,3.0,8.9,0.0,2011,20.0,1.0
0,0.0,1.0,2006.0,10.0,S,0.0,M,2.0,2.0,2.0,3.0,9.0,0.0,2011,20.0,1.0
0,0.0,1.0,2006.0,10.0,S,0.0,M,2.0,2.0,2.0,3.0,6.0,0.0,2011,20.0,1.0
0,0.0,1.0,2006.0,10.0,S,0.0,M,2.0,2.0,2.0,3.0,10.0,0.0,2011,20.0,1.0
0,0.0,1.0,2006.0,10.0,S,0.0,M,2.0,2.0,2.0,3.0,10.0,2.0,2011,20.0,1.0
0,0.0,1.0,2006.0,10.0,S,0.0,M,2.0,2.0,2.0,3.0,8.2,2.0,2011,20.0,1.0
0,0.0,1.0,2006.0,10.0,S,0.0,M,2.0,2.0,2.0,3.0,7.2,0.0,2011,20.0,1.0
0,0.0,1.0,2006.0,10.0,S,0.0,M,2.0,2.0,2.0,3.0,9.0,0.0,2011,20.0,1.0
0,0.0,1.0,2006.0,10.0,S,0.0,M,2.0,2.0,2.0,3.0,8.2,0.0,2011,20.0,1.0
0,0.0,1.0,2006.0,10.0,S,0.0,M,2.0,2.0,2.0,3.0,8.0,2.0,2011,20.0,1.0
0,0.0,1.0,2006.0,10.0,S,0.0,M,2.0,2.0,2.0,3.0,7.5,0.0,2011,20.0,1.0
0,0.0,1.0,2006.0,10.0,S,0.0,M,2.0,2.0,2.0,3.0,7.0,8.0,2011,20.0,1.0
0,0.0,1.0,2006.0,10.0,S,0.0,M,2.0,2.0,2.0,3.0,8.8,0.0,2011,20.0,1.0
0,0.0,1.0,2006.0,10.0,S,0.0,M,2.0,2.0,2.0,3.0,6.0,0.0,2011,20.0,1.0
0,0.0,1.0,2006.0,10.0,S,0.0,M,2.0,2.0,2.0,3.0,8.8,0.0,2011,20.0,1.0
